filename,words
word_4_aug_2.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_3.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_4.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_5.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_6.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_7.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_8.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_9.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_10.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_11.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_12.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_13.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_14.png,𑂔𑂺𑂱𑂪𑂵
word_4_aug_15.png,𑂔𑂺𑂱𑂪𑂵 𑂥𑂰𑂩
word_4_aug_16.png,𑂔𑂺𑂱𑂪𑂵 𑂮𑂱𑂁𑂯
word_4_aug_17.png,𑂔𑂺𑂱𑂪𑂵 𑂪𑂱𑂨𑂵
word_4_aug_18.png,𑂔𑂺𑂱𑂪𑂵 𑂔𑂺𑂱𑂪𑂵
word_4_aug_19.png,𑂔𑂺𑂱𑂪𑂵 𑂔𑂺𑂱𑂪𑂵
word_5_aug_0.png,𑂋𑂩
word_5_aug_1.png,𑂋𑂩
word_5_aug_2.png,𑂋𑂩
word_5_aug_3.png,𑂋𑂩
word_5_aug_4.png,𑂋𑂩
word_5_aug_5.png,𑂋𑂩
word_5_aug_6.png,𑂋𑂩
word_5_aug_7.png,𑂋𑂩
word_5_aug_8.png,𑂋𑂩
word_5_aug_9.png,𑂋𑂩
word_5_aug_10.png,𑂋𑂩
word_5_aug_11.png,𑂋𑂩
word_5_aug_12.png,𑂋𑂩
word_5_aug_13.png,𑂋𑂩
word_5_aug_14.png,𑂋𑂩
word_5_aug_15.png,𑂋𑂩 𑂥𑂰𑂩
word_5_aug_16.png,𑂋𑂩 𑂋𑂩
word_5_aug_17.png,𑂋𑂩 𑂥𑂰𑂩
word_5_aug_18.png,𑂋𑂩 𑂣𑂹𑂩𑂨𑂷𑂏
word_5_aug_19.png,𑂋𑂩 𑂋𑂩
word_6_aug_0.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_1.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_2.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_3.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_4.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_5.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_6.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_7.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_8.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_9.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_10.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_11.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_12.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_13.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_14.png,𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_15.png,𑂣𑂹𑂩𑂨𑂷𑂏 𑂪𑂱𑂨𑂵
word_6_aug_16.png,𑂣𑂹𑂩𑂨𑂷𑂏 𑂣𑂹𑂩𑂨𑂷𑂏
word_6_aug_17.png,𑂣𑂹𑂩𑂨𑂷𑂏 𑂨𑂯𑂰𑂀
word_6_aug_18.png,𑂣𑂹𑂩𑂨𑂷𑂏 𑂔𑂺𑂱𑂪𑂵
word_6_aug_19.png,𑂣𑂹𑂩𑂨𑂷𑂏 𑂨𑂯𑂰𑂀
